ligand	receptor
Calm1	Pde1a
Lefty2	Acvr2b
Lefty1	Acvr2b
Vip	Ramp2
Cadm3	Cadm3
Rln1	Ramp3
Calm2	Pde1b
Gip	Adcyap1r1
Crh	Ramp2
Tph1	Htr1b
Tgfb3	Itgb5
Vegfa	Itgb3
Pdyn	Grm7
Calm2	Pde1c
Itga4	Vcam1
Cntn2	L1cam
Pth2	Adcyap1r1
Insl3	Tshr
Rln3	Gpr84
Cxcl12	Mtnr1a
Calm3	Pde1b
Lhb	Gpr84
Gcg	Gpr84
Calm1	Calcr
Pomc	Oprl1
Jam3	Jam2
Lhb	Ramp3
Cd200	Cd200r1
Cd200	Cd200r4
Cd200	Cd200r2
Cd200	Cd200r3
Tigit	Nectin2
Gdnf	Gfra3
Avp	Tshr
Jam2	F11r
Gpha2	Epha6
Saa1	Mtnr1a
Rln3	Vipr1
Insl5	Mtnr1a
Pmch	Mtnr1a
Penk	Mtnr1a
Hsp90b1	Tlr9
Calm2	Kcnq5
Calm3	Insr
Calm3	Adcy8
Uba52	Erbb2
Calm2	Sell
Pdx1	Slc2a2
Calm1	Sell
Hsp90b1	Tlr2
Calm2	Insr
Calm3	Grm7
Calm2	Gp6
Calm2	Adcy8
Hsp90b1	Tlr1
Calm3	Grm5
Calm3	Aqp6
Calm2	Abca1
Uba52	Bmpr1b
Calm1	Kcnq3
Calm1	Kcnq5
Calm3	Sell
Calm1	Kcnq1
Calm3	Kcnq5
Calm1	Scn4a
Calm1	Grm5
Calm3	Kcnq3
Calm3	Scn4a
Hsp90b1	Tlr4
Calm3	Scn10a
Calm1	Kcnn4
Calm3	Trpc5
Calm2	Scn4a
Calm2	Kcnq3
Calm3	Gp6
Uba52	Fshr
Lgals9	Havcr2
Calm1	Abca1
Ncr3lg1	Ncr3
Calm2	Aqp6
Uba52	Tgfbr2
Calm1	Ptpra
Calm1	Mip
Calm2	Cacna1c
Calm2	Grm5
Hspa1b	Tlr4
Hspa1a	Tlr4
Calm2	Kcnq1
Calm1	Scn10a
Uba52	Acvr1
Calm1	Grm3
Calm2	Trpc5
Calm3	Egfr
Ptgs2	Alox5
Uba52	Egfr
Calm1	Aqp6
Uba52	Notch1
Hsp90b1	Asgr1
Calm1	Trpc3
Calm3	Kcnq1
Calm2	Egfr
Hspa1b	Grin2d
Hspa1a	Grin2d
Calm2	Scn10a
Calm2	Grm7
Calm1	Trpc5
Calm1	Grm7
Calm1	Cacna1c
Uba52	Tgfbr1
Hsp90b1	Tlr7
Calm1	Adcy8
Calm3	Abca1
Wnt7b	Fzd6
Apoa4	Lrp2
Npy	Dpp4
Wnt2b	Fzd8
Wnt16	Lrp6
Igf1	Itgav
Wnt7b	Fzd7
Wnt7b	Fzd2
Vip	Dpp4
Gdf11	Bmpr1b
Gdf9	Acvr1b
Wnt16	Lrp5
Ccl3	Ackr2
Gdf3	Acvr2b
Col9a2	Cd44
Wnt2b	Fzd4
Gdf3	Acvr2a
Apoc2	Lrp2
Gm44805	Lrp2
Gdf11	Bmpr2
Wnt6	Lrp5
Nptx2	Nptxr
Bmp8a	Acvr2b
Tgfb3	Acvr1
Wnt10b	Fzd4
Mstn	Acvr2a
Kng2	Grm7
Kng1	Grm7
Wnt2b	Fzd2
Hp	Cd163
Igf1	Itgb3
Wnt2b	Lrp5
Fgg	Itgb3
Apoc3	Lrp2
Wnt7b	Fzd5
Wnt3a	Fzd9
Apoc3	Ldlr
Gdf10	Acvr2a
Fgf21	Klb
Wnt7b	Fzd9
Shh	Gas1
Ccl3	Ccr3
Fgf23	Kl
Wnt3	Lrp5
Nptx1	Nptxr
Rspo2	Znrf3
Defb14	Ccr2
Il23a	Il12rb2
Wnt2b	Fzd5
Bmp8a	Acvr2a
Timp3	Adam17
Wnt2b	Fzd6
Wnt10b	Fzd8
Apoc2	Lrp1
Gm44805	Lrp1
Gdf6	Acvr2a
Wnt2b	Fzd9
Gdf11	Bmpr1a
Wnt7b	Fzd8
Gdf3	Acvr1b
Gdf3	Acvr1c
Slpi	Plscr1
Slpi	Plscr2
Slpi	1700057G04Rik
Pyy	Dpp4
Gdf7	Bmpr1b
Nrg3	Erbb3
Apoc3	Lrp1
Wnt10b	Fzd9
Wnt10b	Fzd6
Apoa4	Lrp1
Pcsk9	Ldlr
Col9a1	Cd44
Mmp2	Itgav
Wnt2b	Fzd1
Angptl2	Lilrb2
Wnt2b	Fzd7
S100a4	Egfr
Cxcl8	Ackr1
Cfc1	Acvr2a
Cxcl1	Ackr1
Gcg	Dpp4
Ulbp1	Klrk1
Slit3	Robo1
Pf4v1	Cxcr3
Wnt10b	Fzd7
Tnxb	Itga2b
Wnt5b	Lrp6
Efna4	Epha10
Dsc3	Dsg2
Tgm2	Adgrg1
Cd22	Ptprc
Ppbp	Ackr1
Cd99	Pilra
Sema4a	Plxnb1
Shank1	Adgrl2
Hla-F	Lilrb1
Ada	Dpp4
Mill1	Klrk1
Mill2	Klrk1
Cgb3	Lhcgr
St6gal1	Cd22
Efna2	Epha10
Vegfd	Itgb1
Sema4a	Plxnb3
Cd48	Cd2
Col9a2	Itgb1
Pecam1	Cd38
Adam10	Notch1
Ccl13	Ackr1
Dspp	Itgb1
Pdcd1lg2	Pdcd2
Col9a3	Itgb1
Shank1	Adgrl1
Il1f10	Il1rl2
Cd55b	Adgre5
Cd55	Adgre5
Shank1	Adgrb2
Il18	Il18bp
Cd47	Gm9733
Cd47	Sirpb1a
Cd47	Sirpb1b
Cd47	Sirpb1c
Cd47	Gm5150
Cd47	Sirpa
Cd59b	Cd2
Cd59a	Cd2
Il26	Gm21970
Il26	Il10rb
Col9a1	Itgb1
Pvr	Cd96
Bst2	Pirb
Bst2	Pira1
Bst2	Pira13
Bst2	Pira2
Bst2	Pira12
Bst2	Lilra6
Bst2	Lilra5
Cxcl11	Ackr1
Edn1	Adgrl4
Sftpd	Gm9733
Sftpd	Sirpb1a
Sftpd	Sirpb1b
Sftpd	Sirpb1c
Sftpd	Gm5150
Sftpd	Sirpa
Hpx	Lrp1
Clec2b	Klrf1
Ccl3	Ccr8
Efna1	Epha10
App	Adra2a
Efna3	Epha10
Sema4a	Plxnb2
Fgf21	Fgfr3
Dmp1	Itgb3
Dsc3	Dsg1c
Dsc3	Dsg1a
Dsc3	Dsg1b
Bsg	Sele
Il36b	Il36rn
Ccl11	Ackr1
Apoc1	Vldlr
Ccl14	Ackr1
Calm2	Plpp6
Cd14	Tlr4
Anos1	Fgfr1
Mill1	Klrk1
Mill2	Klrk1
Ccl24	Ackr2
Enho	Gpr19
Gdf15	Gfral
Cd96	Pvr
Alkal1	Alk
Alkal2	Alk
Angptl2	Itga5
Cx3cl1	Itgav
Mif	Cxcr2
Mif	Cxcr1
Dsg2	Dsc3
Nectin3	Nectin2
Ptprc	Mrc1
Dkk4	Lrp6
Sostdc1	Lrp6
Clec2h	Klrb1a
Clec2h	Klrb1
Clec2h	Klrb1c
Clec2h	Gm44511
Clec2h	Klrb1b
Clec2h	Klrb1f
Clec2i	Klrb1a
Clec2i	Klrb1
Clec2i	Klrb1c
Clec2i	Gm44511
Clec2i	Klrb1b
Clec2i	Klrb1f
Clec2g	Klrb1a
Clec2g	Klrb1
Clec2g	Klrb1c
Clec2g	Gm44511
Clec2g	Klrb1b
Clec2g	Klrb1f
Clec2e	Klrb1a
Clec2e	Klrb1
Clec2e	Klrb1c
Clec2e	Gm44511
Clec2e	Klrb1b
Clec2e	Klrb1f
Clec2d	Klrb1a
Clec2d	Klrb1
Clec2d	Klrb1c
Clec2d	Gm44511
Clec2d	Klrb1b
Clec2d	Klrb1f
Mif	Cxcr4
Nectin3	Pvr
Cd96	Nectin1
Cxcl17	Gpr35
Slurp1	Chrna7
Ccn3	Notch1
Siglec1	Spn
Dspp	Itgb6
Bmp2	Hjv
Apela	Aplnr
Nectin1	Cd96
Slpi	Plscr4
Lgals9	Cd44
Sema6b	Plxna2
Bmp6	Hjv
Slit1	Robo2
Sfrp2	Fzd5
Fgf15	Fgfr1
Nrxn2	Nlgn3
Mif	Ackr3
Ptn	Sdc4
Fgf15	Fgfr3
Fgf15	Fgfr2
Kitl	Kit
Sema4a	Nrp1
Nrxn3	Nlgn3
Nrxn1	Nlgn2
Uts2b	Sstr5
Gdf15	Tgfbr2
Sema6b	Plxna4
Nrxn1	Nlgn3
Mif	Cd44
Nrxn2	Nlgn2
Nrxn3	Nlgn1
Amh	Bmpr1a
Nrxn2	Nlgn1
Nrxn3	Nlgn2
Ceacam1	Ceacam5
Ccl3	Ccr1
Ccl3	Ccr1l1
Ccl4	Ccr3
Ccl4	Ccr8
Plglb1	Plgrkt
Ccl4	Ackr2
Ucn2	Crhr1
Plglb1	Itgb2l
Plglb1	Itgb2
Plglb2	Itgb2l
Plglb2	Itgb2
Tdgf1	Acvr1c
Plglb2	Plgrkt
Crh	Crhr1
Tdgf1	Acvr2a
Tdgf1	Acvr1b
